part_index,part_name,group,volume,surface_area,edge_length,faces,edges,vertices,bbox_max,bbox_mid,bbox_min,moment_max,moment_mid,moment_min,normalized_step
28,part_0028,4,44.75270635762877,303.0970592626159,1495.6892428314484,206,424,218,10.056545380555548,4.878933397885126,4.608206141760419,642.3511589433714,572.031249488261,209.46070147387218,normalized_parts\part_0028.step
29,part_0029,4,44.752706357628966,303.09705926261756,1495.6892428314486,206,424,218,10.05654538055555,4.979050298857026,4.7161696609506585,642.3511589433742,572.0312494882633,209.46070147390856,normalized_parts\part_0029.step
30,part_0030,6,44.75270635762871,303.0970592626164,1495.6892428314488,206,424,218,10.056545380555546,5.466269030352387,5.252043878486706,642.3511589433717,572.0312494882457,209.460701473894,normalized_parts\part_0030.step
31,part_0031,4,44.75270635762899,303.09705926261654,1495.6892428314486,206,424,218,10.056545380555546,5.808896975049269,5.672177834886156,642.3511589433798,572.0312494882722,209.46070147390856,normalized_parts\part_0031.step
32,part_0032,5,44.752706357628995,303.09705926261677,1495.6892428314488,206,424,218,10.056545380555546,6.052502567085618,5.977889775882808,642.3511589433774,572.0312494882664,209.460701473894,normalized_parts\part_0032.step
33,part_0033,4,44.75270635762888,303.09705926261677,1495.6892428314488,206,424,218,10.056545380555548,6.131011672243989,6.120540472444471,642.3511589433825,572.031249488214,209.46070147387218,normalized_parts\part_0033.step
34,part_0034,5,44.75270635762879,303.0970592626163,1495.6892428314493,206,424,218,10.056545380555548,6.096238785431559,6.042282766793633,642.3511589433776,572.0312494882407,209.46070147390128,normalized_parts\part_0034.step
35,part_0035,5,44.752706357629194,303.09705926261745,1495.6892428314486,206,424,218,10.056545380555548,5.905647601516,5.788736143976244,642.3511589433771,572.031249488285,209.4607014739231,normalized_parts\part_0035.step
36,part_0036,4,44.7527063576288,303.09705926261694,1495.6892428314486,206,424,218,10.05654538055555,5.592756914156191,5.395630138330635,642.3511589433687,572.0312494882838,209.46070147393766,normalized_parts\part_0036.step
37,part_0037,4,44.7527063576287,303.0970592626167,1495.6892428314482,206,424,218,10.05654538055555,5.152615184642645,4.9047844772920115,642.3511589433703,572.0312494882098,209.4607014738358,normalized_parts\part_0037.step
38,part_0038,5,44.75270635762885,303.0970592626165,1495.6892428314486,206,424,218,10.056545380555548,4.6835298075966145,4.398934739486215,642.3511589433726,572.0312494882293,209.4607014738649,normalized_parts\part_0038.step
39,part_0039,4,44.75270635762878,303.0970592626159,1495.6892428314486,206,424,218,10.05654538055555,5.240558829251881,5.001188362863921,642.351158943371,572.0312494882662,209.460701473894,normalized_parts\part_0039.step
40,part_0040,4,44.75270635762886,303.09705926261677,1495.6892428314488,206,424,218,10.05654538055555,5.654639072617932,5.467022610283234,642.3511589433717,572.0312494883322,209.46070147399587,normalized_parts\part_0040.step
41,part_0041,4,44.752706357628966,303.0970592626165,1495.6892428314488,206,424,218,10.05654538055555,5.951025539732781,5.84499743431428,642.351158943371,572.0312494882692,209.46070147391583,normalized_parts\part_0041.step
42,part_0042,4,44.75270635762905,303.097059262617,1495.6892428314488,206,424,218,10.05654538055555,6.1126348661145915,6.0699470701477765,642.3511589433748,572.0312494883054,209.46070147394494,normalized_parts\part_0042.step
43,part_0043,4,44.75270635762894,303.0970592626165,1495.6892428314488,206,424,218,10.056545380555548,6.129324378534193,6.107507453254119,642.3511589433599,572.0312494882985,209.46070147394494,normalized_parts\part_0043.step
44,part_0044,5,44.75270635762881,303.0970592626159,1495.6892428314484,206,424,218,10.056545380555548,6.021509701285822,5.935783163608029,642.3511589433682,572.0312494882374,209.46070147385763,normalized_parts\part_0044.step
45,part_0045,4,44.752706357628924,303.0970592626179,1495.6892428314486,206,424,218,10.056545380555548,5.756210242601762,5.602146188146058,642.3511589433751,572.0312494882796,209.46070147390856,normalized_parts\part_0045.step
46,part_0046,4,44.75270635762898,303.09705926261813,1495.689242831448,206,424,218,10.056545380555548,5.391099386372197,5.1678581628238724,642.3511589433748,572.0312494882511,209.46070147387945,normalized_parts\part_0046.step
47,part_0047,4,44.7527063576291,303.0970592626169,1495.6892428314484,206,424,218,10.056545380555546,4.8789333978851,4.608206141760391,642.3511589433746,572.0312494882031,209.4607014738358,normalized_parts\part_0047.step
48,part_0048,4,44.752706357628625,303.09705926261654,1495.6892428314488,206,424,218,10.056545380555546,4.979050298857049,4.71616966095068,642.3511589433709,572.0312494882409,209.4607014738649,normalized_parts\part_0048.step
49,part_0049,4,44.75270635762901,303.09705926261677,1495.6892428314484,206,424,218,10.056545380555546,5.466269030352403,5.252043878486727,642.351158943372,572.0312494882255,209.4607014738649,normalized_parts\part_0049.step
50,part_0050,4,44.75270635762885,303.09705926261654,1495.6892428314486,206,424,218,10.056545380555548,5.808896975049285,5.672177834886181,642.3511589433726,572.0312494882667,209.46070147390128,normalized_parts\part_0050.step
51,part_0051,4,44.75270635762888,303.09705926261665,1495.6892428314488,206,424,218,10.056545380555548,6.052502567085622,5.977889775882815,642.3511589433658,572.0312494882471,209.46070147388673,normalized_parts\part_0051.step
52,part_0052,4,44.752706357628874,303.0970592626164,1495.6892428314484,206,424,218,10.056545380555548,6.131011672244,6.120540472444475,642.3511589433839,572.0312494882963,209.4607014739595,normalized_parts\part_0052.step
53,part_0053,5,44.75270635762897,303.09705926261637,1495.689242831448,206,424,218,10.056545380555548,6.096238785431543,6.042282766793626,642.3511589433851,572.0312494882332,209.46070147387218,normalized_parts\part_0053.step
54,part_0054,5,44.752706357629094,303.0970592626171,1495.6892428314488,206,424,218,10.056545380555546,5.905647601515994,5.78873614397623,642.3511589433733,572.0312494882505,209.46070147385763,normalized_parts\part_0054.step
55,part_0055,4,44.75270635762884,303.09705926261734,1495.6892428314486,206,424,218,10.056545380555546,5.592756914156167,5.395630138330617,642.3511589433676,572.0312494882749,209.4607014739231,normalized_parts\part_0055.step
56,part_0056,4,44.752706357629044,303.09705926261773,1495.6892428314488,206,424,218,10.056545380555546,5.152615184642624,4.904784477291994,642.3511589433754,572.0312494882443,209.46070147387945,normalized_parts\part_0056.step
57,part_0057,4,44.75270635762885,303.09705926261654,1495.6892428314484,206,424,218,10.056545380555548,4.683529807596643,4.3989347394862435,642.351158943372,572.031249488251,209.46070147390856,normalized_parts\part_0057.step
58,part_0058,4,44.75270635762899,303.09705926261705,1495.6892428314484,206,424,218,10.056545380555546,5.240558829251906,5.001188362863935,642.3511589433722,572.0312494882653,209.46070147390128,normalized_parts\part_0058.step
59,part_0059,4,44.75270635762884,303.0970592626165,1495.6892428314488,206,424,218,10.056545380555546,5.654639072617943,5.467022610283248,642.3511589433684,572.0312494882427,209.460701473894,normalized_parts\part_0059.step
60,part_0060,8,1846.0588739926636,1676.193207982799,2316.4007999510814,104,289,192,22.000000200000002,22.0000002,20.7000002,73064.8561820693,73064.85617322552,54270.2529230792,normalized_parts\part_0060.step
61,part_0061,9,1028.8381589422672,1618.831673144211,1986.6793146677805,97,462,313,20.378220291066555,20.37822029106655,6.000000200000006,56917.73292930136,31276.025051534514,31276.02501173042,normalized_parts\part_0061.step
62,part_0062,10,6085.745282471124,3986.304398135897,2372.3455952420445,58,138,80,39.5000002,39.5000002,7.500000200000002,1003551.237243734,527708.1312080431,527708.129707858,normalized_parts\part_0062.step
63,part_0063,11,1888.7520407345592,3324.660352898027,4283.053201283474,80,468,328,46.02532114771082,46.02532114771082,5.000000200000002,749156.8476146759,377842.76880373486,377842.64993108704,normalized_parts\part_0063.step
64,part_0064,12,3190.140775794835,3619.5994947109843,6013.5032580724455,321,957,638,46.00000020000001,46.00000020000001,7.000000200000005,1452889.1669658371,739470.9953458866,739470.9879556044,normalized_parts\part_0064.step
65,part_0065,13,1010.5795799282389,1083.8097297711,2218.3272611054067,128,378,252,16.0000002,15.945665569869098,7.0000002,32821.86563559551,20537.466103897284,20537.466101112164,normalized_parts\part_0065.step
66,part_0066,13,1010.5795799282391,1083.8097297711,2218.3272611054067,128,378,252,16.000000200000006,15.945665569869101,7.000000200000013,32821.865635595495,20537.466103897288,20537.466101112175,normalized_parts\part_0066.step
67,part_0067,13,1010.5795799282389,1083.8097297711,2218.3272611054067,128,378,252,16.0000002,15.945665569869094,7.000000200000013,32821.865635595495,20537.4661038973,20537.466101112164,normalized_parts\part_0067.step
68,part_0068,14,4491.755174578524,3840.629137136908,2253.954340170468,52,132,88,35.0000002,35.0000002,17.5000002,803913.8681842571,494981.6450194193,494981.6446460401,normalized_parts\part_0068.step
69,part_0069,15,188.84936845425864,249.52174904872277,316.76955657881973,26,58,33,12.0000002,7.5300002000000035,7.5300002000000035,2948.914968715624,2948.9149678561653,682.011509294836,normalized_parts\part_0069.step
70,part_0070,15,188.84936845425858,249.52174904872277,316.76955657881973,26,58,33,12.000000199999999,7.530000200000004,7.5300002000000035,2948.9149687156223,2948.9149678561644,682.0115092948362,normalized_parts\part_0070.step
71,part_0071,15,188.8493684542586,249.52174904872277,316.76955657881973,26,58,33,12.0000002,7.530000200000004,7.5300002000000035,2948.9149687156214,2948.9149678561635,682.011509294836,normalized_parts\part_0071.step
72,part_0072,16,14681.77346820341,14516.23341225585,6863.3841594594,171,423,279,86.59252755348642,83.93148401286378,10.001151530094912,10991638.557759529,5816465.254273761,5550317.455577115,normalized_parts\part_0072.step
73,part_0073,17,2304.1814968213494,3857.3259998938875,971.7273519984766,6,12,8,53.00000020000001,53.00000020000001,1.300000200000003,968116.2570238457,484382.63472788676,484382.6334175635,normalized_parts\part_0073.step
74,part_0074,18,55.12658422918143,165.85743496761017,229.20983892796596,18,36,24,6.142463548035698,3.5750750800813442,3.300000200000003,240.97995705204386,238.34189411721843,122.08858759839495,normalized_parts\part_0074.step
75,part_0075,19,26.12731063209195,124.88890838410434,225.0180829255351,23,48,32,5.040454655810136,3.300000200000003,2.876346492717744,93.3701533197549,82.55126175165954,47.034698048324145,normalized_parts\part_0075.step
76,part_0076,20,26.127310632091955,124.88890838410434,225.0180829255351,23,48,32,5.0404546558101355,3.300000200000003,2.876346492717744,93.3701533197553,82.55126175163593,47.034698048305955,normalized_parts\part_0076.step
77,part_0077,21,15.619956855627622,47.07285732514714,144.03385780788946,25,56,33,4.6000002,3.2471768008771846,3.247176800877181,31.752608028188497,31.752608007043783,14.003583182300604,normalized_parts\part_0077.step
78,part_0078,21,15.619956855627622,47.07285732514714,144.03385780788952,25,56,33,4.6000002,3.2471768008771846,3.247176800877181,31.752608028188536,31.752608007043815,14.003583182300606,normalized_parts\part_0078.step
79,part_0079,21,15.619956855627622,47.07285732514714,144.03385780788946,25,56,33,4.6000002,3.2471768008771846,3.247176800877181,31.752608028188533,31.752608007043833,14.00358318230061,normalized_parts\part_0079.step
80,part_0080,21,15.619956855627615,47.07285732514714,144.03385780788946,25,56,33,4.6000002,3.2471768008771846,3.247176800877181,31.752608028188533,31.752608007043804,14.003583182300586,normalized_parts\part_0080.step
81,part_0081,21,15.61995685562762,47.07285732514714,144.03385780788946,25,56,33,4.6000002,3.2471768008771846,3.247176800877181,31.752608028188533,31.75260800704382,14.003583182300606,normalized_parts\part_0081.step
82,part_0082,21,15.619956855627626,47.07285732514714,144.03385780788946,25,56,33,4.6000002,3.247176800877183,3.2471768008771704,31.75260802818858,31.75260800704387,14.003583182300606,normalized_parts\part_0082.step
83,part_0083,21,15.61995685562762,47.07285732514714,144.03385780788946,25,56,33,4.6000002,3.2471768008771846,3.247176800877181,31.75260802818851,31.75260800704381,14.003583182300607,normalized_parts\part_0083.step
84,part_0084,21,15.619956855627624,47.07285732514714,144.0338578078895,25,56,33,4.6000002,3.2471768008771846,3.247176800877181,31.752608028188543,31.752608007043836,14.003583182300595,normalized_parts\part_0084.step
